"h","gamma","se","n","t_stat","lo95","hi95","R","R_se","n_R","gamma_lo68","gamma_hi68","gamma_lo90","gamma_hi90","gamma_lo95","gamma_hi95","R_lo68","R_hi68","R_lo90","R_hi90","R_lo95","R_hi95","beta","beta_se","beta_lo68","beta_hi68","beta_lo90","beta_hi90","beta_lo95","beta_hi95"
20,0.535482505913177,1.0818862760819,15812,0.494952674556934,-1.58501459520734,2.6559796070337,-0.0113265301340114,0.0860138135704673,118,-0.546403770168721,1.61736878199507,-1.24422041824155,2.3151854300679,-1.58501459520734,2.6559796070337,-0.0973403437044787,0.074687283436456,-0.15281925345743,0.130166193189407,-0.179913604732127,0.157260544464105,0.401796382012733,0.820801710171064,-0.419005328158331,1.2225980921838,-0.948422431218667,1.75201519524413,-1.20697496992255,2.01056773394802
21,0.947140228424904,1.19384821417928,15678,0.793350626298857,-1.39280227136649,3.28708272821629,0.00729521844466733,0.0841142384738942,117,-0.246707985754377,2.14098844260418,-1.01674008390001,2.91102054074982,-1.39280227136649,3.28708272821629,-0.0768190200292268,0.0914094569185615,-0.131072703844889,0.145663140734223,-0.157568688964165,0.1721591258535,0.710681512164178,0.921137377834464,-0.210455865670286,1.63181888999864,-0.804589474373515,2.22595249870187,-1.09474774839137,2.51611077271973
22,1.15108011332873,1.15597695790057,15544,0.99576389084716,-1.11463472415638,3.41679495081385,-0.0156176759125547,0.0824163062701213,116,-0.00489684457183426,2.3070570712293,-0.750501982417701,3.05266220907517,-1.11463472415638,3.41679495081385,-0.098033982182676,0.0667986303575666,-0.151192499726904,0.119957147901795,-0.177153636201992,0.145918284376883,0.863706694121734,0.905733156144731,-0.0420264620229964,1.76943985026646,-0.626224347736348,2.35363773597982,-0.911530291921938,2.63894368016541
23,0.896614635653832,0.967623954345343,15410,0.92661475734181,-0.99992831486304,2.7931575861707,-0.0152793313547279,0.0824043515376385,115,-0.0710093186915107,1.86423858999918,-0.695126769244257,2.48835604055192,-0.99992831486304,2.7931575861707,-0.0976836828923664,0.0671250201829107,-0.150834489634143,0.120275826924688,-0.176791860368499,0.146233197659044,0.672769908796585,0.753929943355613,-0.0811600345590288,1.4266998521522,-0.567444848023399,1.91298466561657,-0.804932780180418,2.15047259777359
24,0.611178932075426,0.730254506278438,15276,0.836939624227926,-0.820119900230313,2.04247776438116,-0.025257538016917,0.0835852696268587,114,-0.119075574203012,1.34143343835386,-0.590089730752605,1.81244759490346,-0.820119900230313,2.04247776438116,-0.108842807643776,0.0583277316099417,-0.1627553065531,0.112240230519266,-0.18908466648556,0.138569590451726,0.458594783132147,0.565165720895589,-0.106570937763442,1.02376050402774,-0.471102827741097,1.38829239400539,-0.649130029823208,1.5663195960875
25,0.618017655672748,0.66067270737755,15142,0.935436939912176,-0.676900850787249,1.91293616213274,-0.0459307508223706,0.0840334138770451,113,-0.0426550517048019,1.2786903630503,-0.468788947963321,1.70482425930882,-0.676900850787249,1.91293616213274,-0.129964164699416,0.0381026630546745,-0.18416571665011,0.0923042150053686,-0.210636242021379,0.118774740376638,0.463726182138923,0.515124384359658,-0.0513982022207344,0.978850566498581,-0.383653430132714,1.31110579441056,-0.545917611206006,1.47336997548385
26,0.615075640888371,0.543075342257899,15008,1.13257883948684,-0.449352029937111,1.67950331171385,-0.0660046944928424,0.0847995996138489,112,0.0720002986304721,1.15815098314627,-0.278283297125873,1.50843457890261,-0.449352029937111,1.67950331171385,-0.150804294106691,0.0187949051210065,-0.205500035857624,0.073490646871939,-0.232211909735986,0.100202520750301,0.461518657368017,0.430659510507504,0.0308591468605127,0.892178167875521,-0.246916237416827,1.16995355215286,-0.382573983226691,1.30561129796272
27,0.776540644379842,0.581639793381679,14874,1.33508857752837,-0.36347335064825,1.91655463940793,-0.0295789395655849,0.0852184326628186,111,0.194900850998162,1.35818043776152,-0.180256815733021,1.7333381044927,-0.36347335064825,1.91655463940793,-0.114797372228403,0.0556394930972337,-0.169763261295921,0.110605382164752,-0.196607067584709,0.13744918845354,0.582673043380891,0.470553024597013,0.112120018783878,1.0532260679779,-0.191386682081195,1.35673276884298,-0.339610884829254,1.50495697159104
28,0.919643661745738,0.723290140039618,14740,1.27147269240441,-0.498005012731914,2.33729233622339,-0.00893957944146077,0.0872751234103719,110,0.19635352170612,1.64293380178536,-0.270168618619434,2.10945594211091,-0.498005012731914,2.33729233622339,-0.0962147028518327,0.0783355439689111,-0.152507157451523,0.134627998568601,-0.17999882132579,0.162119662442868,0.690049613105925,0.581332955497917,0.108716657608008,1.27138256860384,-0.266243098688148,1.6463423249,-0.449362979669992,1.82946220588184
29,0.779675906400199,0.809475921549821,14606,0.963186038823036,-0.80689689983745,2.36624871263785,-0.00482782219563556,0.0870308043299734,109,-0.0298000151496219,1.58915182795002,-0.551911984549257,2.11126379734966,-0.80689689983745,2.36624871263785,-0.091858626525609,0.0822029821343379,-0.147993495318442,0.138337850927171,-0.175408198682383,0.165752554291112,0.585025570162869,0.632547839178594,-0.0475222690157244,1.21757340934146,-0.455515625285917,1.62556676561166,-0.654768194627174,1.82481933495291
30,0.841863157996386,0.784103574593676,14472,1.07366320633424,-0.69497984820722,2.37870616419999,-0.00745318121117652,0.0853112402386129,108,0.0577595834027093,1.62596673259006,-0.447987222210212,2.13171353820298,-0.69497984820722,2.37870616419999,-0.0927644214497894,0.0778580590274364,-0.147790171403695,0.132883808981342,-0.174663212078858,0.159756849656505,0.631687435719154,0.618488309352606,0.0131991263665479,1.25017574507176,-0.385725833165883,1.64910070460419,-0.580549650611954,1.84392452205026
31,0.821777249264059,0.627627134702823,14338,1.30933989916348,-0.408371934753474,2.05192643328159,-0.0243691644356615,0.0886830689045042,107,0.194150114561236,1.44940438396688,-0.210669387322085,1.8542238858502,-0.408371934753474,2.05192643328159,-0.113052233340166,0.0643139044688427,-0.170252812783571,0.121514483912248,-0.19818797948849,0.149449650617167,0.616616083492019,0.50639991637999,0.110216167112029,1.12301599987201,-0.216411778953065,1.4496439459371,-0.375927752612762,1.6091599195968
32,0.671629994680303,0.576529957703589,14204,1.16495246379826,-0.458368722418732,1.80162871177934,-0.00500589654261807,0.0870728927993483,106,0.0951000369767135,1.24815995238389,-0.276761785742101,1.62002177510271,-0.458368722418732,1.80162871177934,-0.0920787893419663,0.0820669962567302,-0.148240805197546,0.13822901211231,-0.175668766429341,0.165656973344105,0.503953908734287,0.458574637103089,0.0453792716311989,0.962528545837376,-0.250401369300293,1.25830918676887,-0.394852379987766,1.40276019745634
33,0.927192651083879,0.467388234288786,14070,1.98377405134036,0.0111117118778595,1.8432735902899,-0.00803280579202476,0.0834310137773529,105,0.459804416795094,1.39458088537267,0.158339005678827,1.69604629648893,0.0111117118778595,1.8432735902899,-0.0914638195693776,0.0753982079853281,-0.14527682345577,0.129211211871721,-0.171557592795636,0.155491981211587,0.695713956143137,0.408795845337058,0.286918110806079,1.10450980148019,0.0232447905636768,1.3681831217226,-0.105525900717496,1.49695381300377
34,1.01614249370206,0.569809056565022,13936,1.78330351544019,-0.100683257165381,2.1329682445695,0.0134832450242777,0.0823329297424266,104,0.44633343713704,1.58595155026708,0.0788065956526007,1.95347839175152,-0.100683257165381,2.1329682445695,-0.068849684718149,0.0958161747667043,-0.121954424402014,0.14892091445057,-0.147889297270879,0.174855787319434,0.762456986120633,0.485587681966352,0.27686930415428,1.24804466808698,-0.0363347507140168,1.56124872295528,-0.189294870533418,1.71420884277468
35,1.05560833684029,0.518098572891568,13802,2.03746621217043,0.0401351339728133,2.07108153970776,-0.000472874704763676,0.0828550145584354,103,0.537509763948718,1.57370690973185,0.203336184433657,1.90788048924692,0.0401351339728133,2.07108153970776,-0.0833278892631991,0.0823821398536717,-0.13676937365339,0.135823624243863,-0.162868703239297,0.16192295382977,0.792069966583886,0.456419280282732,0.335650686301154,1.24848924686662,0.0412602505187917,1.54287968264898,-0.102511822770269,1.68665175593804
36,0.750956596062689,0.441581636627412,13668,1.70060648762058,-0.114543411727039,1.61645660385242,-0.0275856743048793,0.0804214675741355,102,0.309374959435277,1.1925382326901,0.024554803810596,1.47735838831478,-0.114543411727039,1.61645660385242,-0.108007141879015,0.0528357932692562,-0.159878988464332,0.104707639854574,-0.185211750750185,0.130040402140426,0.563476192059781,0.372462359310956,0.191013832748824,0.935938551370737,-0.0492243890067425,1.1761767731263,-0.166550032189694,1.29350241630925
