"h","coef","se","lo68","hi68","lo90","hi90","lo95","hi95","n"
23,0.0017511638290093,0.00215203619006535,-0.000400872361056056,0.00390320001907465,-0.00178893570364821,0.0052912633616668,-0.0024668271035188,0.00596915476153739,120
24,0.00198097458885568,0.00205178646983201,-7.08118809763314e-05,0.00403276105868769,-0.00139421415401798,0.00535616333172934,-0.00204052689201506,0.00600247606972643,119
25,0.00140049838449983,0.00195804247078695,-0.000557544086287115,0.00335854085528678,-0.0018204814799447,0.00462147824894436,-0.00243726485824258,0.00523826162724224,118
26,0.00126784399157312,0.00187478902592518,-0.000606945034352062,0.00314263301749831,-0.00181618395607381,0.00435187193922005,-0.00240674249924024,0.00494243048238648,117
27,0.00126338847790382,0.00176277277990536,-0.000499384302001539,0.00302616125780917,-0.00163637274504049,0.00416314970084813,-0.00219164617071068,0.00471842312651832,116
28,0.000699506951315959,0.00162574917586023,-0.000926242224544275,0.00232525612717619,-0.00197485044297413,0.00337386434560604,-0.0024869614333701,0.00388597533600202,115
29,7.0282852714385e-05,0.00165494791165898,-0.00158466505894459,0.00172523076437336,-0.00265210646196464,0.00279267216739341,-0.00317341505413721,0.00331398075956598,114
30,-0.000227136273537076,0.00159548310048852,-0.00182261937402559,0.00136834682695144,-0.00285170597384068,0.00239743342676653,-0.00335428315049457,0.00290001060342042,113
31,-0.000881173588545607,0.00155008530224735,-0.00243125889079296,0.000668911713701744,-0.0034310639107425,0.00166871673365128,-0.00391934078095041,0.0021569936038592,112
32,-0.00155657888016226,0.00139416419271156,-0.00295074307287382,-0.000162414687450699,-0.00384997897717278,0.000736821216848258,-0.00428914069787692,0.0011759829375524,111
33,-0.00246017775123403,0.00147767742119115,-0.00393785517242517,-0.000982500330042879,-0.00489095710909346,-2.93983933745893e-05,-0.00535642549676867,0.000436069994300622,110
34,-0.00336234894212042,0.00144446696968157,-0.00480681591180199,-0.00191788197243885,-0.0057384971072466,-0.000986200776994238,-0.00619350420269629,-0.000531193681544543,109
35,-0.00367150307360954,0.0013976386610496,-0.00506914173465913,-0.00227386441255994,-0.00597061867103612,-0.00137238747618295,-0.00641087484926675,-0.000932131297952326,108
36,-0.00372681924638657,0.0013980881138106,-0.00512490736019717,-0.00232873113257597,-0.006026674193605,-0.00142696429916814,-0.00646707194945534,-0.000986566543317796,107
