hs6,bec4,bec_description,is_capital
843830,41,Capital goods (except for transport equipment),TRUE
843840,41,Capital goods (except for transport equipment),TRUE
843850,41,Capital goods (except for transport equipment),TRUE
843860,41,Capital goods (except for transport equipment),TRUE
843880,41,Capital goods (except for transport equipment),TRUE
843910,41,Capital goods (except for transport equipment),TRUE
843920,41,Capital goods (except for transport equipment),TRUE
843930,41,Capital goods (except for transport equipment),TRUE
844010,41,Capital goods (except for transport equipment),TRUE
844110,41,Capital goods (except for transport equipment),TRUE
844120,41,Capital goods (except for transport equipment),TRUE
844130,41,Capital goods (except for transport equipment),TRUE
844140,41,Capital goods (except for transport equipment),TRUE
844180,41,Capital goods (except for transport equipment),TRUE
844230,41,Capital goods (except for transport equipment),TRUE
844311,41,Capital goods (except for transport equipment),TRUE
844312,41,Capital goods (except for transport equipment),TRUE
844313,41,Capital goods (except for transport equipment),TRUE
844314,41,Capital goods (except for transport equipment),TRUE
844315,41,Capital goods (except for transport equipment),TRUE
844316,41,Capital goods (except for transport equipment),TRUE
844317,41,Capital goods (except for transport equipment),TRUE
844319,41,Capital goods (except for transport equipment),TRUE
844331,41,Capital goods (except for transport equipment),TRUE
844332,41,Capital goods (except for transport equipment),TRUE
844339,41,Capital goods (except for transport equipment),TRUE
844400,41,Capital goods (except for transport equipment),TRUE
844511,41,Capital goods (except for transport equipment),TRUE
844512,41,Capital goods (except for transport equipment),TRUE
844513,41,Capital goods (except for transport equipment),TRUE
844519,41,Capital goods (except for transport equipment),TRUE
844520,41,Capital goods (except for transport equipment),TRUE
844530,41,Capital goods (except for transport equipment),TRUE
844540,41,Capital goods (except for transport equipment),TRUE
844590,41,Capital goods (except for transport equipment),TRUE
844610,41,Capital goods (except for transport equipment),TRUE
844621,41,Capital goods (except for transport equipment),TRUE
844629,41,Capital goods (except for transport equipment),TRUE
844630,41,Capital goods (except for transport equipment),TRUE
844711,41,Capital goods (except for transport equipment),TRUE
844712,41,Capital goods (except for transport equipment),TRUE
844720,41,Capital goods (except for transport equipment),TRUE
844790,41,Capital goods (except for transport equipment),TRUE
844900,41,Capital goods (except for transport equipment),TRUE
845020,41,Capital goods (except for transport equipment),TRUE
845110,41,Capital goods (except for transport equipment),TRUE
845129,41,Capital goods (except for transport equipment),TRUE
845130,41,Capital goods (except for transport equipment),TRUE
845140,41,Capital goods (except for transport equipment),TRUE
845150,41,Capital goods (except for transport equipment),TRUE
845180,41,Capital goods (except for transport equipment),TRUE
845221,41,Capital goods (except for transport equipment),TRUE
845229,41,Capital goods (except for transport equipment),TRUE
845310,41,Capital goods (except for transport equipment),TRUE
845320,41,Capital goods (except for transport equipment),TRUE
845380,41,Capital goods (except for transport equipment),TRUE
845410,41,Capital goods (except for transport equipment),TRUE
845420,41,Capital goods (except for transport equipment),TRUE
845430,41,Capital goods (except for transport equipment),TRUE
845510,41,Capital goods (except for transport equipment),TRUE
845521,41,Capital goods (except for transport equipment),TRUE
845522,41,Capital goods (except for transport equipment),TRUE
845610,41,Capital goods (except for transport equipment),TRUE
845620,41,Capital goods (except for transport equipment),TRUE
845630,41,Capital goods (except for transport equipment),TRUE
845690,41,Capital goods (except for transport equipment),TRUE
845710,41,Capital goods (except for transport equipment),TRUE
845720,41,Capital goods (except for transport equipment),TRUE
845730,41,Capital goods (except for transport equipment),TRUE
845811,41,Capital goods (except for transport equipment),TRUE
845819,41,Capital goods (except for transport equipment),TRUE
845891,41,Capital goods (except for transport equipment),TRUE
845899,41,Capital goods (except for transport equipment),TRUE
845910,41,Capital goods (except for transport equipment),TRUE
845921,41,Capital goods (except for transport equipment),TRUE
845929,41,Capital goods (except for transport equipment),TRUE
845931,41,Capital goods (except for transport equipment),TRUE
845939,41,Capital goods (except for transport equipment),TRUE
845940,41,Capital goods (except for transport equipment),TRUE
845951,41,Capital goods (except for transport equipment),TRUE
845959,41,Capital goods (except for transport equipment),TRUE
845961,41,Capital goods (except for transport equipment),TRUE
845969,41,Capital goods (except for transport equipment),TRUE
845970,41,Capital goods (except for transport equipment),TRUE
846011,41,Capital goods (except for transport equipment),TRUE
846019,41,Capital goods (except for transport equipment),TRUE
846021,41,Capital goods (except for transport equipment),TRUE
846029,41,Capital goods (except for transport equipment),TRUE
846031,41,Capital goods (except for transport equipment),TRUE
846039,41,Capital goods (except for transport equipment),TRUE
846040,41,Capital goods (except for transport equipment),TRUE
846090,41,Capital goods (except for transport equipment),TRUE
846120,41,Capital goods (except for transport equipment),TRUE
846130,41,Capital goods (except for transport equipment),TRUE
846140,41,Capital goods (except for transport equipment),TRUE
846150,41,Capital goods (except for transport equipment),TRUE
846190,41,Capital goods (except for transport equipment),TRUE
846210,41,Capital goods (except for transport equipment),TRUE
846221,41,Capital goods (except for transport equipment),TRUE
846229,41,Capital goods (except for transport equipment),TRUE
846231,41,Capital goods (except for transport equipment),TRUE
846239,41,Capital goods (except for transport equipment),TRUE
846241,41,Capital goods (except for transport equipment),TRUE
846249,41,Capital goods (except for transport equipment),TRUE
846291,41,Capital goods (except for transport equipment),TRUE
846299,41,Capital goods (except for transport equipment),TRUE
846310,41,Capital goods (except for transport equipment),TRUE
846320,41,Capital goods (except for transport equipment),TRUE
846330,41,Capital goods (except for transport equipment),TRUE
846390,41,Capital goods (except for transport equipment),TRUE
846410,41,Capital goods (except for transport equipment),TRUE
846420,41,Capital goods (except for transport equipment),TRUE
846490,41,Capital goods (except for transport equipment),TRUE
846510,41,Capital goods (except for transport equipment),TRUE
846591,41,Capital goods (except for transport equipment),TRUE
846592,41,Capital goods (except for transport equipment),TRUE
846593,41,Capital goods (except for transport equipment),TRUE
846594,41,Capital goods (except for transport equipment),TRUE
846595,41,Capital goods (except for transport equipment),TRUE
846596,41,Capital goods (except for transport equipment),TRUE
846599,41,Capital goods (except for transport equipment),TRUE
846610,41,Capital goods (except for transport equipment),TRUE
846620,41,Capital goods (except for transport equipment),TRUE
846630,41,Capital goods (except for transport equipment),TRUE
846711,41,Capital goods (except for transport equipment),TRUE
846719,41,Capital goods (except for transport equipment),TRUE
846721,41,Capital goods (except for transport equipment),TRUE
846722,41,Capital goods (except for transport equipment),TRUE
846729,41,Capital goods (except for transport equipment),TRUE
846781,41,Capital goods (except for transport equipment),TRUE
846789,41,Capital goods (except for transport equipment),TRUE
846810,41,Capital goods (except for transport equipment),TRUE
846820,41,Capital goods (except for transport equipment),TRUE
846880,41,Capital goods (except for transport equipment),TRUE
846900,41,Capital goods (except for transport equipment),TRUE
847010,41,Capital goods (except for transport equipment),TRUE
847021,41,Capital goods (except for transport equipment),TRUE
847029,41,Capital goods (except for transport equipment),TRUE
847030,41,Capital goods (except for transport equipment),TRUE
847050,41,Capital goods (except for transport equipment),TRUE
847090,41,Capital goods (except for transport equipment),TRUE
847130,41,Capital goods (except for transport equipment),TRUE
847141,41,Capital goods (except for transport equipment),TRUE
847149,41,Capital goods (except for transport equipment),TRUE
847150,41,Capital goods (except for transport equipment),TRUE
847160,41,Capital goods (except for transport equipment),TRUE
847170,41,Capital goods (except for transport equipment),TRUE
847180,41,Capital goods (except for transport equipment),TRUE
847190,41,Capital goods (except for transport equipment),TRUE
847210,41,Capital goods (except for transport equipment),TRUE
847230,41,Capital goods (except for transport equipment),TRUE
847290,41,Capital goods (except for transport equipment),TRUE
847410,41,Capital goods (except for transport equipment),TRUE
847420,41,Capital goods (except for transport equipment),TRUE
847431,41,Capital goods (except for transport equipment),TRUE
847432,41,Capital goods (except for transport equipment),TRUE
847439,41,Capital goods (except for transport equipment),TRUE
847480,41,Capital goods (except for transport equipment),TRUE
847510,41,Capital goods (except for transport equipment),TRUE
847521,41,Capital goods (except for transport equipment),TRUE
847529,41,Capital goods (except for transport equipment),TRUE
847621,41,Capital goods (except for transport equipment),TRUE
847629,41,Capital goods (except for transport equipment),TRUE
847681,41,Capital goods (except for transport equipment),TRUE
847689,41,Capital goods (except for transport equipment),TRUE
847710,41,Capital goods (except for transport equipment),TRUE
847720,41,Capital goods (except for transport equipment),TRUE
847730,41,Capital goods (except for transport equipment),TRUE
847740,41,Capital goods (except for transport equipment),TRUE
847751,41,Capital goods (except for transport equipment),TRUE
847759,41,Capital goods (except for transport equipment),TRUE
847780,41,Capital goods (except for transport equipment),TRUE
847810,41,Capital goods (except for transport equipment),TRUE
847910,41,Capital goods (except for transport equipment),TRUE
847920,41,Capital goods (except for transport equipment),TRUE
847930,41,Capital goods (except for transport equipment),TRUE
847940,41,Capital goods (except for transport equipment),TRUE
847950,41,Capital goods (except for transport equipment),TRUE
847960,41,Capital goods (except for transport equipment),TRUE
847981,41,Capital goods (except for transport equipment),TRUE
847982,41,Capital goods (except for transport equipment),TRUE
847989,41,Capital goods (except for transport equipment),TRUE
848010,41,Capital goods (except for transport equipment),TRUE
848020,41,Capital goods (except for transport equipment),TRUE
848030,41,Capital goods (except for transport equipment),TRUE
848041,41,Capital goods (except for transport equipment),TRUE
848049,41,Capital goods (except for transport equipment),TRUE
848050,41,Capital goods (except for transport equipment),TRUE
848060,41,Capital goods (except for transport equipment),TRUE
848071,41,Capital goods (except for transport equipment),TRUE
848079,41,Capital goods (except for transport equipment),TRUE
848610,41,Capital goods (except for transport equipment),TRUE
848620,41,Capital goods (except for transport equipment),TRUE
848630,41,Capital goods (except for transport equipment),TRUE
848640,41,Capital goods (except for transport equipment),TRUE
850110,41,Capital goods (except for transport equipment),TRUE
850120,41,Capital goods (except for transport equipment),TRUE
850131,41,Capital goods (except for transport equipment),TRUE
850132,41,Capital goods (except for transport equipment),TRUE
850133,41,Capital goods (except for transport equipment),TRUE
850134,41,Capital goods (except for transport equipment),TRUE
850140,41,Capital goods (except for transport equipment),TRUE
850151,41,Capital goods (except for transport equipment),TRUE
850152,41,Capital goods (except for transport equipment),TRUE
850153,41,Capital goods (except for transport equipment),TRUE
850161,41,Capital goods (except for transport equipment),TRUE
850162,41,Capital goods (except for transport equipment),TRUE
850163,41,Capital goods (except for transport equipment),TRUE
850164,41,Capital goods (except for transport equipment),TRUE
850211,41,Capital goods (except for transport equipment),TRUE
850212,41,Capital goods (except for transport equipment),TRUE
850213,41,Capital goods (except for transport equipment),TRUE
850220,41,Capital goods (except for transport equipment),TRUE
850231,41,Capital goods (except for transport equipment),TRUE
850239,41,Capital goods (except for transport equipment),TRUE
850240,41,Capital goods (except for transport equipment),TRUE
850410,41,Capital goods (except for transport equipment),TRUE
850421,41,Capital goods (except for transport equipment),TRUE
850422,41,Capital goods (except for transport equipment),TRUE
850423,41,Capital goods (except for transport equipment),TRUE
850431,41,Capital goods (except for transport equipment),TRUE
850432,41,Capital goods (except for transport equipment),TRUE
850433,41,Capital goods (except for transport equipment),TRUE
850434,41,Capital goods (except for transport equipment),TRUE
850440,41,Capital goods (except for transport equipment),TRUE
850450,41,Capital goods (except for transport equipment),TRUE
850511,41,Capital goods (except for transport equipment),TRUE
850519,41,Capital goods (except for transport equipment),TRUE
850520,41,Capital goods (except for transport equipment),TRUE
850590,41,Capital goods (except for transport equipment),TRUE
850860,41,Capital goods (except for transport equipment),TRUE
851410,41,Capital goods (except for transport equipment),TRUE
851420,41,Capital goods (except for transport equipment),TRUE
851430,41,Capital goods (except for transport equipment),TRUE
851440,41,Capital goods (except for transport equipment),TRUE
851511,41,Capital goods (except for transport equipment),TRUE
851519,41,Capital goods (except for transport equipment),TRUE
851521,41,Capital goods (except for transport equipment),TRUE
851529,41,Capital goods (except for transport equipment),TRUE
851531,41,Capital goods (except for transport equipment),TRUE
851539,41,Capital goods (except for transport equipment),TRUE
851580,41,Capital goods (except for transport equipment),TRUE
851711,41,Capital goods (except for transport equipment),TRUE
851712,41,Capital goods (except for transport equipment),TRUE
851718,41,Capital goods (except for transport equipment),TRUE
851761,41,Capital goods (except for transport equipment),TRUE
851762,41,Capital goods (except for transport equipment),TRUE
851769,41,Capital goods (except for transport equipment),TRUE
851810,41,Capital goods (except for transport equipment),TRUE
851821,41,Capital goods (except for transport equipment),TRUE
851822,41,Capital goods (except for transport equipment),TRUE
851829,41,Capital goods (except for transport equipment),TRUE
851830,41,Capital goods (except for transport equipment),TRUE
851840,41,Capital goods (except for transport equipment),TRUE
851850,41,Capital goods (except for transport equipment),TRUE
851920,41,Capital goods (except for transport equipment),TRUE
851950,41,Capital goods (except for transport equipment),TRUE
851981,41,Capital goods (except for transport equipment),TRUE
852110,41,Capital goods (except for transport equipment),TRUE
852190,41,Capital goods (except for transport equipment),TRUE
852550,41,Capital goods (except for transport equipment),TRUE
852560,41,Capital goods (except for transport equipment),TRUE
852580,41,Capital goods (except for transport equipment),TRUE
852610,41,Capital goods (except for transport equipment),TRUE
852691,41,Capital goods (except for transport equipment),TRUE
852692,41,Capital goods (except for transport equipment),TRUE
852841,41,Capital goods (except for transport equipment),TRUE
852851,41,Capital goods (except for transport equipment),TRUE
852861,41,Capital goods (except for transport equipment),TRUE
853010,41,Capital goods (except for transport equipment),TRUE
853080,41,Capital goods (except for transport equipment),TRUE
853110,41,Capital goods (except for transport equipment),TRUE
853120,41,Capital goods (except for transport equipment),TRUE
853180,41,Capital goods (except for transport equipment),TRUE
853210,41,Capital goods (except for transport equipment),TRUE
853221,41,Capital goods (except for transport equipment),TRUE
853222,41,Capital goods (except for transport equipment),TRUE
853223,41,Capital goods (except for transport equipment),TRUE
853224,41,Capital goods (except for transport equipment),TRUE
853225,41,Capital goods (except for transport equipment),TRUE
853229,41,Capital goods (except for transport equipment),TRUE
853230,41,Capital goods (except for transport equipment),TRUE
854310,41,Capital goods (except for transport equipment),TRUE
854320,41,Capital goods (except for transport equipment),TRUE
854330,41,Capital goods (except for transport equipment),TRUE
854370,41,Capital goods (except for transport equipment),TRUE
860800,41,Capital goods (except for transport equipment),TRUE
870110,41,Capital goods (except for transport equipment),TRUE
870130,41,Capital goods (except for transport equipment),TRUE
870190,41,Capital goods (except for transport equipment),TRUE
870911,41,Capital goods (except for transport equipment),TRUE
870919,41,Capital goods (except for transport equipment),TRUE
890510,41,Capital goods (except for transport equipment),TRUE
890520,41,Capital goods (except for transport equipment),TRUE
890590,41,Capital goods (except for transport equipment),TRUE
890790,41,Capital goods (except for transport equipment),TRUE
900580,41,Capital goods (except for transport equipment),TRUE
900711,41,Capital goods (except for transport equipment),TRUE
900719,41,Capital goods (except for transport equipment),TRUE
900720,41,Capital goods (except for transport equipment),TRUE
901110,41,Capital goods (except for transport equipment),TRUE
901120,41,Capital goods (except for transport equipment),TRUE
901210,41,Capital goods (except for transport equipment),TRUE
901310,41,Capital goods (except for transport equipment),TRUE
901320,41,Capital goods (except for transport equipment),TRUE
901380,41,Capital goods (except for transport equipment),TRUE
901410,41,Capital goods (except for transport equipment),TRUE
901420,41,Capital goods (except for transport equipment),TRUE
901480,41,Capital goods (except for transport equipment),TRUE
901510,41,Capital goods (except for transport equipment),TRUE
901520,41,Capital goods (except for transport equipment),TRUE
901530,41,Capital goods (except for transport equipment),TRUE
901540,41,Capital goods (except for transport equipment),TRUE
901580,41,Capital goods (except for transport equipment),TRUE
901600,41,Capital goods (except for transport equipment),TRUE
901710,41,Capital goods (except for transport equipment),TRUE
901720,41,Capital goods (except for transport equipment),TRUE
901730,41,Capital goods (except for transport equipment),TRUE
901780,41,Capital goods (except for transport equipment),TRUE
901811,41,Capital goods (except for transport equipment),TRUE
901812,41,Capital goods (except for transport equipment),TRUE
901813,41,Capital goods (except for transport equipment),TRUE
901814,41,Capital goods (except for transport equipment),TRUE
901819,41,Capital goods (except for transport equipment),TRUE
901820,41,Capital goods (except for transport equipment),TRUE
901831,41,Capital goods (except for transport equipment),TRUE
901832,41,Capital goods (except for transport equipment),TRUE
901839,41,Capital goods (except for transport equipment),TRUE
901841,41,Capital goods (except for transport equipment),TRUE
901849,41,Capital goods (except for transport equipment),TRUE
901850,41,Capital goods (except for transport equipment),TRUE
901890,41,Capital goods (except for transport equipment),TRUE
901910,41,Capital goods (except for transport equipment),TRUE
901920,41,Capital goods (except for transport equipment),TRUE
902000,41,Capital goods (except for transport equipment),TRUE
902212,41,Capital goods (except for transport equipment),TRUE
902213,41,Capital goods (except for transport equipment),TRUE
902214,41,Capital goods (except for transport equipment),TRUE
902219,41,Capital goods (except for transport equipment),TRUE
902221,41,Capital goods (except for transport equipment),TRUE
902229,41,Capital goods (except for transport equipment),TRUE
902230,41,Capital goods (except for transport equipment),TRUE
902290,41,Capital goods (except for transport equipment),TRUE
902300,41,Capital goods (except for transport equipment),TRUE
902410,41,Capital goods (except for transport equipment),TRUE
902480,41,Capital goods (except for transport equipment),TRUE
902511,41,Capital goods (except for transport equipment),TRUE
902519,41,Capital goods (except for transport equipment),TRUE
902580,41,Capital goods (except for transport equipment),TRUE
902610,41,Capital goods (except for transport equipment),TRUE
902620,41,Capital goods (except for transport equipment),TRUE
902680,41,Capital goods (except for transport equipment),TRUE
902710,41,Capital goods (except for transport equipment),TRUE
902720,41,Capital goods (except for transport equipment),TRUE
902730,41,Capital goods (except for transport equipment),TRUE
902750,41,Capital goods (except for transport equipment),TRUE
902780,41,Capital goods (except for transport equipment),TRUE
902790,41,Capital goods (except for transport equipment),TRUE
902810,41,Capital goods (except for transport equipment),TRUE
902820,41,Capital goods (except for transport equipment),TRUE
902830,41,Capital goods (except for transport equipment),TRUE
902910,41,Capital goods (except for transport equipment),TRUE
902920,41,Capital goods (except for transport equipment),TRUE
903010,41,Capital goods (except for transport equipment),TRUE
903020,41,Capital goods (except for transport equipment),TRUE
903031,41,Capital goods (except for transport equipment),TRUE
903032,41,Capital goods (except for transport equipment),TRUE
903033,41,Capital goods (except for transport equipment),TRUE
903039,41,Capital goods (except for transport equipment),TRUE
903040,41,Capital goods (except for transport equipment),TRUE
903082,41,Capital goods (except for transport equipment),TRUE
903084,41,Capital goods (except for transport equipment),TRUE
903089,41,Capital goods (except for transport equipment),TRUE
903110,41,Capital goods (except for transport equipment),TRUE
903120,41,Capital goods (except for transport equipment),TRUE
903141,41,Capital goods (except for transport equipment),TRUE
903149,41,Capital goods (except for transport equipment),TRUE
903180,41,Capital goods (except for transport equipment),TRUE
903210,41,Capital goods (except for transport equipment),TRUE
903220,41,Capital goods (except for transport equipment),TRUE
903281,41,Capital goods (except for transport equipment),TRUE
903289,41,Capital goods (except for transport equipment),TRUE
910610,41,Capital goods (except for transport equipment),TRUE
910690,41,Capital goods (except for transport equipment),TRUE
910700,41,Capital goods (except for transport equipment),TRUE
940210,41,Capital goods (except for transport equipment),TRUE
940290,41,Capital goods (except for transport equipment),TRUE
950810,41,Capital goods (except for transport equipment),TRUE
950890,41,Capital goods (except for transport equipment),TRUE
961800,41,Capital goods (except for transport equipment),TRUE
401011,42,Parts and accessories,FALSE
401012,42,Parts and accessories,FALSE
401019,42,Parts and accessories,FALSE
401031,42,Parts and accessories,FALSE
401032,42,Parts and accessories,FALSE
401033,42,Parts and accessories,FALSE
401034,42,Parts and accessories,FALSE
401035,42,Parts and accessories,FALSE
401036,42,Parts and accessories,FALSE
401039,42,Parts and accessories,FALSE
590900,42,Parts and accessories,FALSE
591000,42,Parts and accessories,FALSE
591110,42,Parts and accessories,FALSE
591120,42,Parts and accessories,FALSE
591131,42,Parts and accessories,FALSE
591132,42,Parts and accessories,FALSE
591140,42,Parts and accessories,FALSE
591190,42,Parts and accessories,FALSE
820220,42,Parts and accessories,FALSE
820231,42,Parts and accessories,FALSE
820239,42,Parts and accessories,FALSE
820240,42,Parts and accessories,FALSE
820291,42,Parts and accessories,FALSE
820299,42,Parts and accessories,FALSE
820713,42,Parts and accessories,FALSE
820719,42,Parts and accessories,FALSE
820720,42,Parts and accessories,FALSE
820730,42,Parts and accessories,FALSE
820740,42,Parts and accessories,FALSE
820750,42,Parts and accessories,FALSE
820760,42,Parts and accessories,FALSE
820770,42,Parts and accessories,FALSE
820780,42,Parts and accessories,FALSE
820790,42,Parts and accessories,FALSE
820810,42,Parts and accessories,FALSE
820820,42,Parts and accessories,FALSE
820830,42,Parts and accessories,FALSE
820840,42,Parts and accessories,FALSE
820890,42,Parts and accessories,FALSE
820900,42,Parts and accessories,FALSE
840140,42,Parts and accessories,FALSE
840290,42,Parts and accessories,FALSE
840490,42,Parts and accessories,FALSE
840590,42,Parts and accessories,FALSE
840690,42,Parts and accessories,FALSE
841090,42,Parts and accessories,FALSE
841290,42,Parts and accessories,FALSE
841391,42,Parts and accessories,FALSE
841392,42,Parts and accessories,FALSE
841490,42,Parts and accessories,FALSE
841590,42,Parts and accessories,FALSE
841690,42,Parts and accessories,FALSE
841790,42,Parts and accessories,FALSE
841891,42,Parts and accessories,FALSE
841899,42,Parts and accessories,FALSE
841990,42,Parts and accessories,FALSE
842091,42,Parts and accessories,FALSE
842099,42,Parts and accessories,FALSE
842191,42,Parts and accessories,FALSE
842199,42,Parts and accessories,FALSE
842290,42,Parts and accessories,FALSE
842390,42,Parts and accessories,FALSE
842490,42,Parts and accessories,FALSE
843110,42,Parts and accessories,FALSE
843120,42,Parts and accessories,FALSE
843131,42,Parts and accessories,FALSE
843139,42,Parts and accessories,FALSE
843141,42,Parts and accessories,FALSE
843142,42,Parts and accessories,FALSE
843143,42,Parts and accessories,FALSE
843149,42,Parts and accessories,FALSE
843290,42,Parts and accessories,FALSE
843390,42,Parts and accessories,FALSE
843490,42,Parts and accessories,FALSE
843590,42,Parts and accessories,FALSE
843691,42,Parts and accessories,FALSE
843699,42,Parts and accessories,FALSE
843790,42,Parts and accessories,FALSE
843890,42,Parts and accessories,FALSE
843991,42,Parts and accessories,FALSE
843999,42,Parts and accessories,FALSE
844090,42,Parts and accessories,FALSE
844190,42,Parts and accessories,FALSE
844240,42,Parts and accessories,FALSE
844250,42,Parts and accessories,FALSE
844391,42,Parts and accessories,FALSE
844399,42,Parts and accessories,FALSE
844811,42,Parts and accessories,FALSE
844819,42,Parts and accessories,FALSE
844820,42,Parts and accessories,FALSE
844831,42,Parts and accessories,FALSE
844832,42,Parts and accessories,FALSE
844833,42,Parts and accessories,FALSE
844839,42,Parts and accessories,FALSE
844842,42,Parts and accessories,FALSE
844849,42,Parts and accessories,FALSE
844851,42,Parts and accessories,FALSE
844859,42,Parts and accessories,FALSE
845090,42,Parts and accessories,FALSE
845190,42,Parts and accessories,FALSE
845390,42,Parts and accessories,FALSE
845490,42,Parts and accessories,FALSE
845530,42,Parts and accessories,FALSE
845590,42,Parts and accessories,FALSE
846691,42,Parts and accessories,FALSE
846692,42,Parts and accessories,FALSE
846693,42,Parts and accessories,FALSE
846694,42,Parts and accessories,FALSE
846791,42,Parts and accessories,FALSE
846792,42,Parts and accessories,FALSE
846799,42,Parts and accessories,FALSE
846890,42,Parts and accessories,FALSE
847310,42,Parts and accessories,FALSE
847321,42,Parts and accessories,FALSE
847329,42,Parts and accessories,FALSE
847330,42,Parts and accessories,FALSE
847340,42,Parts and accessories,FALSE
847350,42,Parts and accessories,FALSE
847490,42,Parts and accessories,FALSE
847590,42,Parts and accessories,FALSE
847690,42,Parts and accessories,FALSE
847790,42,Parts and accessories,FALSE
847890,42,Parts and accessories,FALSE
847990,42,Parts and accessories,FALSE
848110,42,Parts and accessories,FALSE
848120,42,Parts and accessories,FALSE
848130,42,Parts and accessories,FALSE
848140,42,Parts and accessories,FALSE
848180,42,Parts and accessories,FALSE
848190,42,Parts and accessories,FALSE
848210,42,Parts and accessories,FALSE
848220,42,Parts and accessories,FALSE
848230,42,Parts and accessories,FALSE
848240,42,Parts and accessories,FALSE
848250,42,Parts and accessories,FALSE
848280,42,Parts and accessories,FALSE
848291,42,Parts and accessories,FALSE
848299,42,Parts and accessories,FALSE
848310,42,Parts and accessories,FALSE
848320,42,Parts and accessories,FALSE
848330,42,Parts and accessories,FALSE
848340,42,Parts and accessories,FALSE
848350,42,Parts and accessories,FALSE
848360,42,Parts and accessories,FALSE
848390,42,Parts and accessories,FALSE
848410,42,Parts and accessories,FALSE
848420,42,Parts and accessories,FALSE
848490,42,Parts and accessories,FALSE
848690,42,Parts and accessories,FALSE
848710,42,Parts and accessories,FALSE
848790,42,Parts and accessories,FALSE
850300,42,Parts and accessories,FALSE
850490,42,Parts and accessories,FALSE
851490,42,Parts and accessories,FALSE
851590,42,Parts and accessories,FALSE
851770,42,Parts and accessories,FALSE
851890,42,Parts and accessories,FALSE
852210,42,Parts and accessories,FALSE
852290,42,Parts and accessories,FALSE
852352,42,Parts and accessories,FALSE
852910,42,Parts and accessories,FALSE
852990,42,Parts and accessories,FALSE
853090,42,Parts and accessories,FALSE
853190,42,Parts and accessories,FALSE
853290,42,Parts and accessories,FALSE
853310,42,Parts and accessories,FALSE
853321,42,Parts and accessories,FALSE
853329,42,Parts and accessories,FALSE
853331,42,Parts and accessories,FALSE
853339,42,Parts and accessories,FALSE
853340,42,Parts and accessories,FALSE
853390,42,Parts and accessories,FALSE
853400,42,Parts and accessories,FALSE
853510,42,Parts and accessories,FALSE
853521,42,Parts and accessories,FALSE
853529,42,Parts and accessories,FALSE
853530,42,Parts and accessories,FALSE
853540,42,Parts and accessories,FALSE
853590,42,Parts and accessories,FALSE
853610,42,Parts and accessories,FALSE
853620,42,Parts and accessories,FALSE
853630,42,Parts and accessories,FALSE
853641,42,Parts and accessories,FALSE
853649,42,Parts and accessories,FALSE
853650,42,Parts and accessories,FALSE
853661,42,Parts and accessories,FALSE
853669,42,Parts and accessories,FALSE
853690,42,Parts and accessories,FALSE
853710,42,Parts and accessories,FALSE
853720,42,Parts and accessories,FALSE
853810,42,Parts and accessories,FALSE
853890,42,Parts and accessories,FALSE
854011,42,Parts and accessories,FALSE
854012,42,Parts and accessories,FALSE
854020,42,Parts and accessories,FALSE
854040,42,Parts and accessories,FALSE
854050,42,Parts and accessories,FALSE
854060,42,Parts and accessories,FALSE
854071,42,Parts and accessories,FALSE
854072,42,Parts and accessories,FALSE
854079,42,Parts and accessories,FALSE
854081,42,Parts and accessories,FALSE
854089,42,Parts and accessories,FALSE
854091,42,Parts and accessories,FALSE
854099,42,Parts and accessories,FALSE
854110,42,Parts and accessories,FALSE
854121,42,Parts and accessories,FALSE
854129,42,Parts and accessories,FALSE
854130,42,Parts and accessories,FALSE
854140,42,Parts and accessories,FALSE
854150,42,Parts and accessories,FALSE
854160,42,Parts and accessories,FALSE
854190,42,Parts and accessories,FALSE
854231,42,Parts and accessories,FALSE
854232,42,Parts and accessories,FALSE
854233,42,Parts and accessories,FALSE
854239,42,Parts and accessories,FALSE
854290,42,Parts and accessories,FALSE
854390,42,Parts and accessories,FALSE
854511,42,Parts and accessories,FALSE
854519,42,Parts and accessories,FALSE
854520,42,Parts and accessories,FALSE
854590,42,Parts and accessories,FALSE
854610,42,Parts and accessories,FALSE
854620,42,Parts and accessories,FALSE
854890,42,Parts and accessories,FALSE
870990,42,Parts and accessories,FALSE
900590,42,Parts and accessories,FALSE
900791,42,Parts and accessories,FALSE
900792,42,Parts and accessories,FALSE
901180,42,Parts and accessories,FALSE
901190,42,Parts and accessories,FALSE
901290,42,Parts and accessories,FALSE
901390,42,Parts and accessories,FALSE
901490,42,Parts and accessories,FALSE
901590,42,Parts and accessories,FALSE
901790,42,Parts and accessories,FALSE
902490,42,Parts and accessories,FALSE
902590,42,Parts and accessories,FALSE
902690,42,Parts and accessories,FALSE
902890,42,Parts and accessories,FALSE
902990,42,Parts and accessories,FALSE
903090,42,Parts and accessories,FALSE
903190,42,Parts and accessories,FALSE
903290,42,Parts and accessories,FALSE
903300,42,Parts and accessories,FALSE
870310,51,Passenger motor cars,FALSE
870321,51,Passenger motor cars,FALSE
870322,51,Passenger motor cars,FALSE
870323,51,Passenger motor cars,FALSE
870324,51,Passenger motor cars,FALSE
870331,51,Passenger motor cars,FALSE
870332,51,Passenger motor cars,FALSE
870333,51,Passenger motor cars,FALSE
870390,51,Passenger motor cars,FALSE
401110,53,Parts and accessories,FALSE
