version,treat_year,norm_year,seller_nace4d,year,mean_share,n_cells
treat_2008,2008,2007,1320,2008,0.935648051305419,135
treat_2008,2008,2007,1320,2009,19.3799106563317,118
treat_2008,2008,2007,1320,2010,2.20609350891938,113
treat_2008,2008,2007,1320,2011,12.0136586456649,101
treat_2008,2008,2007,1320,2012,0,93
treat_2008,2008,2007,1320,2013,0,87
treat_2008,2008,2007,1320,2014,0,83
treat_2008,2008,2007,1320,2015,0,73
treat_2008,2008,2007,1320,2016,0,72
treat_2008,2008,2007,1320,2017,0,74
treat_2008,2008,2007,1320,2018,0,64
treat_2008,2008,2007,1320,2019,0,63
treat_2008,2008,2007,1320,2020,0,59
treat_2008,2008,2007,1320,2021,0,59
treat_2008,2008,2007,1320,2022,0,56
treat_2008,2008,2007,1393,2005,1.74651062386477,237
treat_2008,2008,2007,1393,2006,1.07791175706945,268
treat_2008,2008,2007,1393,2007,0.922665367056991,270
treat_2008,2008,2007,1393,2008,1.03196034065126,248
treat_2008,2008,2007,1393,2009,1.15512945848785,230
treat_2008,2008,2007,1393,2010,6.59159504965844,211
treat_2008,2008,2007,1393,2011,14.5051992605294,198
treat_2008,2008,2007,1393,2012,1.0474269904837,205
treat_2008,2008,2007,1393,2013,0.495780368203991,204
treat_2008,2008,2007,1393,2014,1.02108104265173,190
treat_2008,2008,2007,1393,2015,1.00239913781763,190
treat_2008,2008,2007,1393,2016,1.32014944071459,176
treat_2008,2008,2007,1393,2017,11.7370896916644,170
treat_2008,2008,2007,1393,2018,2.9103131402659,152
treat_2008,2008,2007,1393,2019,2.64676443486675,145
treat_2008,2008,2007,1393,2020,10.0964027356019,132
treat_2008,2008,2007,1393,2021,2.99006642931066,125
treat_2008,2008,2007,1393,2022,4.30884133110245,114
treat_2008,2008,2007,1712,2005,1.67649928502336,25
treat_2008,2008,2007,1712,2006,1.03608582923074,26
treat_2008,2008,2007,1712,2007,0.963914170769257,26
treat_2008,2008,2007,1712,2008,1.22782093374916,22
treat_2008,2008,2007,1712,2009,26.8999159888613,17
treat_2008,2008,2007,1712,2010,23.8894650146083,15
treat_2008,2008,2007,1712,2011,24.0906734606127,15
treat_2008,2008,2007,1712,2012,1.56710210839969,14
treat_2008,2008,2007,1712,2013,1.3247373021559,14
treat_2008,2008,2007,1712,2014,0.961442066798053,15
treat_2008,2008,2007,1712,2015,0.390694789263379,14
treat_2008,2008,2007,1712,2016,0.870757821469557,13
treat_2008,2008,2007,1712,2017,0.498951772978657,11
treat_2008,2008,2007,1712,2018,1.68104103364072,6
treat_2008,2008,2007,1712,2019,4.92950069014661,8
treat_2008,2008,2007,1712,2020,6.30642692967346,6
treat_2008,2008,2007,1712,2021,0.69862416026443,5
treat_2008,2008,2007,1712,2022,2.48965170833924,7
treat_2008,2008,2007,2014,2005,2.0399693320854,67
treat_2008,2008,2007,2014,2006,0.938258070389468,79
treat_2008,2008,2007,2014,2007,1.06253349281067,78
